FULL_STUDENT_NAME,Exam_ID,St_ID,Final_RESULT
Habiba Samir,924,11812,38.89
Hana Khalifa,59,11813,45.83
Hana Khalifa,236,11813,40
Hana Khalifa,608,11813,33.33
Khaled Gamal,338,11814,31.82
Khaled Gamal,587,11814,31.82
Khaled Gamal,858,11814,45.83
Malak Fouad,160,11815,30
Omar Kamel,223,11816,29.17
Omar Kamel,1095,11816,44.44
Omar Kamel,1370,11816,27.27
Hassan Ali,531,11817,36.36
Nour Elsayed,1032,11818,40.91
Esraa Hassan,158,11819,37.5
Esraa Hassan,947,11819,41.67
Esraa Hassan,1327,11819,33.33
Nour Elsayed,1249,11820,33.33
Walid Elsayed,63,11821,44.44
Sara Hassan,695,11822,44.44
Sara Hassan,751,11822,44.44
Sara Hassan,1395,11822,45
Tarek Ali,261,11823,37.5
Tarek Ali,1150,11823,41.67
Salma Fahmy,1213,11824,50
Salma Fahmy,1439,11824,31.82
Hana Tawfik,219,11825,30
Hana Tawfik,721,11825,44.44
Sara Ali,493,11826,50
Sara Ali,1024,11826,33.33
Sara Ali,1402,11826,38.89
Walid Ali,148,11827,35
Walid Ali,911,11827,38.89
Walid Ali,936,11827,40
Farah Mansour,1007,11828,35
Omar Gamal,873,11829,45
Omar Gamal,1116,11829,45.83
Farah Samir,391,11830,31.82
Walid Tawfik,982,11831,44.44
Sara Adel,941,11832,40.91
Sara Adel,1472,11832,36.36
Sherif Hassan,35,11833,45.45
Sherif Ali,804,11834,40
Sherif Ali,883,11834,41.67
Yara Adel,678,11835,33.33
Yara Adel,1492,11835,45
Ibrahim Elmasry,24,11836,36.36
Ibrahim Elmasry,257,11836,37.5
Ibrahim Elmasry,536,11836,36.36
Ibrahim Mansour,1290,11837,40.91
Ibrahim Mansour,1396,11837,45.83
Sara Fouad,1001,11838,40.91
Sara Fouad,1384,11838,40.91
Sara Fouad,1426,11838,36.36
Yara Fahmy,137,11839,41.67
Yara Fahmy,175,11839,45.45
Yara Fahmy,439,11839,40
Ali Shalaby,161,11840,38.89
Ali Shalaby,407,11840,44.44
Nour Khalifa,16,11841,37.5
Nour Khalifa,67,11841,36.36
Nour Khalifa,348,11841,50
Jana Tawfik,1238,11842,40.91
Habiba Elmasry,46,11843,35
Habiba Elmasry,958,11843,38.89
Menna Mansour,61,11844,30
Menna Mansour,1329,11844,31.82
Nour Khalifa,541,11845,31.82
Mariam Fouad,220,11846,25
Mariam Fouad,980,11846,45.45
Karim Elsayed,1462,11847,35
Ali Adel,629,11848,22.22
Ali Adel,712,11848,27.78
Mostafa Elmasry,356,11849,41.67
Mostafa Elmasry,842,11849,41.67
Mariam Fahmy,1337,11850,33.33
Mariam Fahmy,1423,11850,40
Amr Khalifa,713,11851,41.67
Khaled Gamal,322,11852,44.44
Hana Gamal,681,11853,41.67
Hana Gamal,1479,11853,45.45
Salma Tawfik,112,11854,36.36
Salma Tawfik,229,11854,38.89
Salma Tawfik,789,11854,45
Malak Kamel,573,11855,40.91
Malak Kamel,1231,11855,37.5
Hassan Shalaby,234,11856,44.44
Hassan Shalaby,631,11856,45
Salma Mansour,121,11857,33.33
Salma Mansour,397,11857,41.67
Nour Shalaby,663,11858,45.45
Nour Shalaby,806,11858,40.91
Malak Ali,1413,11859,30
Mohamed Khalifa,572,11860,50
Mohamed Khalifa,885,11860,36.36
Salma Elsayed,151,11861,45.83
Salma Elsayed,1036,11861,50
Salma Elsayed,1120,11861,41.67
Mahmoud Elmasry,1384,11862,40.91
Mahmoud Shalaby,62,11863,33.33
Mahmoud Shalaby,913,11863,33.33
Mahmoud Shalaby,1474,11863,27.27
Walid Fouad,772,11864,22.22
Walid Fouad,1000,11864,33.33
Nour Fouad,377,11865,27.78
Farah Khalifa,724,11866,40
Farah Khalifa,1462,11866,30
Tarek Adel,292,11867,41.67
Youssef Hassan,63,11868,33.33
Youssef Hassan,762,11868,29.17
Khaled Mahmoud,83,11869,36.36
Khaled Mahmoud,1016,11869,45.83
Youssef Fahmy,139,11870,40
Habiba Samir,454,11871,50
Habiba Samir,744,11871,27.27
Habiba Samir,1448,11871,36.36
Khaled Gamal,588,11872,37.5
Fatima Elmasry,1350,11873,35
Fatima Elmasry,1417,11873,25
Mohamed Samir,679,11874,33.33
Mohamed Samir,808,11874,29.17
Mohamed Samir,1059,11874,30
Fatima Elmasry,844,11875,30
Fatima Elmasry,883,11875,45.83
Fatima Elmasry,1475,11875,35
Farah Khalifa,589,11876,29.17
Nada Kamel,418,11877,31.82
Mahmoud Kamel,731,11878,40
Mahmoud Kamel,832,11878,33.33
Mahmoud Kamel,1423,11878,35
Nada Samir,420,11879,29.17
Nada Samir,1277,11879,27.78
Khaled Shalaby,616,11880,40
Khaled Shalaby,1422,11880,37.5
Yara Elsayed,1046,11881,45
Yara Elsayed,1200,11881,44.44
Khaled Fouad,151,11882,29.17
Salma Fouad,1103,11883,36.36
Salma Fouad,1275,11883,38.89
Salma Fouad,1165,11884,37.5
Amr Shalaby,192,11885,44.44
Amr Shalaby,1352,11885,33.33
Malak Mahmoud,1138,11886,33.33
Sara Khalifa,259,11887,45.83
Sara Khalifa,461,11887,30
Sara Khalifa,1152,11887,30
Nada Hassan,402,11888,33.33
Mostafa Khalifa,193,11889,36.36
Mariam Elsayed,21,11890,35
Mariam Elsayed,1383,11890,36.36
Esraa Kamel,45,11891,31.82
Esraa Kamel,898,11891,40
Esraa Kamel,1416,11891,31.82
Ahmed Tawfik,136,11892,44.44
Salma Elmasry,721,11893,38.89
Salma Elmasry,1273,11893,50
Fatima Gamal,383,11894,50
Fatima Gamal,1090,11894,37.5
Fatima Gamal,1410,11894,25
Khaled Samir,886,11895,35
Khaled Samir,1303,11895,37.5
Hassan Elmasry,602,11896,41.67
Omar Kamel,1430,11897,45.83
Omar Kamel,1482,11897,45.83
Mostafa Gamal,1041,11898,36.36
Mohamed Fouad,630,11899,25
Mohamed Fouad,714,11899,37.5
Mohamed Fouad,948,11899,45.45
Habiba Shalaby,196,11900,45
Habiba Shalaby,472,11900,31.82
Hana Kamel,107,11901,38.89
Hana Kamel,1070,11901,33.33
Hana Hassan,1417,11902,35
Nour Samir,896,11903,45.45
Hana Samir,532,11904,44.44
Aya Elsayed,1029,11905,36.36
Aya Elsayed,1249,11905,44.44
Aya Elsayed,1479,11905,36.36
Jana Gamal,143,11906,41.67
Mariam Ali,24,11907,22.73
Ali Gamal,265,11908,40.91
Ali Gamal,811,11908,22.22
Ali Gamal,1085,11908,50
Yara Samir,649,11909,33.33
Yara Samir,983,11909,45
Amr Hassan,79,11910,33.33
Amr Hassan,272,11910,40
Tarek Hassan,398,11911,33.33
Tarek Hassan,490,11911,40.91
Tarek Hassan,1161,11911,35
Mariam Hassan,917,11912,30
Aya Kamel,878,11913,33.33
Aya Kamel,946,11913,31.82
Aya Kamel,1125,11913,45.45
Salma Gamal,300,11914,44.44
Salma Gamal,875,11914,22.22
Salma Gamal,1130,11914,33.33
Esraa Fouad,707,11915,40.91
Esraa Fouad,891,11915,41.67
Amr Fahmy,298,11916,33.33
Walid Mansour,480,11917,37.5
Walid Mansour,754,11917,22.73
Nour Elsayed,1018,11918,40
Nour Elsayed,1426,11918,36.36
Fatima Shalaby,855,11919,44.44
Fatima Shalaby,1092,11919,25
Fatima Shalaby,1426,11919,36.36
Ahmed Ali,1085,11920,50
Ahmed Ali,1418,11920,40.91
Ahmed Ali,1499,11920,36.36
Sherif Hassan,550,11921,45
Sherif Hassan,622,11921,44.44
Sherif Hassan,920,11921,33.33
Karim Ali,377,11922,33.33
Karim Ali,1148,11922,35
Hana Adel,904,11923,33.33
Nour Hassan,57,11924,40
Nour Hassan,732,11924,40
Nour Hassan,766,11924,33.33
Nour Elmasry,1498,11925,36.36
Yara Samir,630,11926,40
Amr Gamal,652,11927,35
Amr Gamal,995,11927,38.89
Sara Khalifa,598,11928,38.89
Sara Khalifa,862,11928,41.67
Sara Khalifa,976,11928,37.5
Hana Fouad,288,11929,44.44
Hana Fouad,1111,11929,45
Esraa Fahmy,194,11930,37.5
Esraa Fahmy,1156,11930,36.36
Esraa Fahmy,1497,11930,35
Fatima Khalifa,412,11931,40
Fatima Khalifa,710,11931,33.33
Fatima Khalifa,1161,11931,50
Mohamed Samir,209,11932,45.83
Mohamed Samir,211,11932,33.33
Mohamed Samir,777,11932,50
Ali Fouad,247,11933,41.67
Amr Shalaby,666,11934,40
Amr Shalaby,738,11934,35
Aya Mahmoud,305,11935,35
Aya Mahmoud,1213,11935,22.22
Sara Elmasry,562,11936,25
Sara Elmasry,773,11936,33.33
Khaled Mahmoud,179,11937,35
Khaled Mahmoud,261,11937,45.83
Khaled Mahmoud,436,11937,25
Hassan Elsayed,828,11938,30
Sherif Ali,1180,11939,29.17
Nour Samir,159,11940,27.78
Nour Samir,269,11940,31.82
Nour Samir,643,11940,33.33
Nour Khalifa,221,11941,37.5
Nour Khalifa,240,11941,27.78
Nour Khalifa,632,11941,44.44
Mahmoud Tawfik,795,11942,36.36
Mahmoud Tawfik,894,11942,33.33
Esraa Hassan,383,11943,33.33
Esraa Hassan,972,11943,22.22
Esraa Hassan,1283,11943,27.27
Karim Kamel,302,11944,40
Karim Kamel,425,11944,33.33
Karim Kamel,1059,11944,50
Youssef Hassan,222,11945,33.33
Mariam Adel,64,11946,37.5
Youssef Adel,528,11947,38.89
Youssef Adel,764,11947,50
Youssef Adel,1429,11947,30
Fatima Adel,969,11948,40
Karim Fouad,411,11949,37.5
Youssef Shalaby,835,11950,33.33
Youssef Shalaby,1229,11950,45.45
Youssef Shalaby,1479,11950,45.45
Ali Fahmy,842,11951,41.67
Ali Fahmy,934,11951,33.33
Jana Samir,239,11952,45.45
Jana Samir,539,11952,29.17
Jana Samir,954,11952,44.44
Ibrahim Hassan,843,11953,40
Ibrahim Hassan,1433,11953,41.67
Khaled Kamel,20,11954,41.67
Khaled Kamel,457,11954,30
Khaled Kamel,622,11954,16.67
Mariam Hassan,133,11955,40.91
Mariam Hassan,439,11955,50
Mariam Hassan,1229,11955,45.45
Esraa Fouad,1012,11956,33.33
Farah Mahmoud,1009,11957,40
Farah Mahmoud,1061,11957,41.67
Farah Mahmoud,1281,11957,38.89
Malak Gamal,928,11958,44.44
Malak Gamal,942,11958,33.33
Ali Tawfik,273,11959,40.91
Ali Tawfik,1008,11959,40
Khaled Kamel,212,11960,25
Khaled Kamel,363,11960,45.45
Khaled Kamel,1029,11960,45.45
Youssef Adel,608,11961,44.44
Youssef Adel,813,11961,40
Malak Elsayed,1144,11962,41.67
Omar Mansour,1150,11963,29.17
Omar Mansour,1299,11963,27.27
Ibrahim Gamal,739,11964,45.83
Nour Ali,344,11965,37.5
Mostafa Gamal,99,11966,50
Mostafa Gamal,1129,11966,40.91
Mostafa Gamal,1236,11966,45
Tarek Adel,265,11967,45.45
Karim Hassan,88,11968,41.67
Karim Hassan,154,11968,27.78
Karim Hassan,610,11968,40.91
Amr Gamal,684,11969,36.36
Amr Gamal,734,11969,40
Amr Gamal,837,11969,44.44
Mahmoud Adel,744,11970,40.91
Malak Fouad,1492,11971,30
Farah Hassan,671,11972,33.33
Farah Hassan,817,11972,25
Farah Adel,1060,11973,50
Farah Adel,1100,11973,40
Nour Elsayed,205,11974,38.89
Nour Elsayed,1084,11974,35
Walid Tawfik,329,11975,38.89
Walid Tawfik,1289,11975,45.45
Walid Tawfik,1354,11975,45.45
Jana Elmasry,322,11976,27.78
Jana Elmasry,413,11976,29.17
Mostafa Gamal,1436,11977,40
Hana Ali,537,11978,40.91
Hana Ali,1233,11978,37.5
Esraa Gamal,183,11979,37.5
Esraa Gamal,853,11979,45.83
Esraa Gamal,913,11979,45.83
Sherif Kamel,375,11980,36.36
Sherif Kamel,577,11980,36.36
Sherif Kamel,1431,11980,27.78
Youssef Shalaby,231,11981,40.91
Youssef Shalaby,1300,11981,45
Ibrahim Mahmoud,441,11982,31.82
Walid Hassan,1402,11983,44.44
Aya Khalifa,98,11984,27.78
Aya Khalifa,651,11984,37.5
Nada Samir,258,11985,45
Nada Samir,597,11985,31.82
Habiba Hassan,1177,11986,45.83
Sara Samir,1362,11987,33.33
Jana Fouad,882,11988,45.45
Jana Fouad,1448,11988,36.36
Omar Shalaby,447,11989,30
Omar Shalaby,939,11989,37.5
Nour Gamal,670,11990,41.67
Nour Gamal,772,11990,38.89
Nour Gamal,955,11990,44.44
Jana Mahmoud,474,11991,31.82
Jana Mahmoud,947,11991,45.83
Jana Mahmoud,1111,11991,45
Hana Adel,136,11992,44.44
Hana Adel,569,11992,41.67
Hana Adel,826,11992,50
Hana Adel,83,11993,31.82
Mostafa Hassan,1271,11994,36.36
Mostafa Fouad,366,11995,41.67
Mostafa Fouad,626,11995,25
Mostafa Fouad,1043,11995,44.44
Malak Adel,681,11996,50
Malak Adel,1134,11996,27.78
Farah Fouad,1202,11997,25
Mostafa Mahmoud,673,11998,33.33
Mostafa Mahmoud,934,11998,41.67
Mostafa Mahmoud,1120,11998,33.33
Hana Elsayed,863,11999,33.33
Hana Elsayed,1353,11999,40
Hassan Hassan,380,12000,27.27
Hassan Hassan,552,12000,45.45
Hassan Hassan,686,12000,50
Esraa Fouad,69,12001,45
Esraa Fouad,572,12001,33.33
Esraa Fouad,1036,12001,40
Farah Hassan,848,12002,27.78
Malak Elsayed,636,12003,30
Walid Tawfik,615,12004,36.36
Walid Tawfik,990,12004,44.44
Ahmed Gamal,350,12005,36.36
Ahmed Gamal,605,12005,37.5
Ahmed Gamal,1115,12005,37.5
Yara Mansour,728,12006,31.82
Walid Samir,553,12007,38.89
Walid Samir,1137,12007,40
Walid Samir,1452,12007,45.45
Amr Kamel,730,12008,44.44
Amr Kamel,1198,12008,38.89
Amr Adel,46,12009,35
Amr Adel,1051,12009,50
Amr Adel,1446,12009,35
Salma Elsayed,548,12010,40
Salma Elsayed,754,12010,50
Salma Elsayed,1499,12010,36.36
Ahmed Adel,885,12011,18.18
Sherif Tawfik,1087,12012,27.27
Sherif Tawfik,1217,12012,41.67
Walid Mansour,390,12013,40
Salma Tawfik,1215,12014,37.5
Salma Tawfik,1379,12014,45.83
Mahmoud Elmasry,192,12015,33.33
Fatima Mansour,468,12016,27.27
Fatima Mansour,973,12016,37.5
Fatima Mansour,1373,12016,41.67
Mahmoud Tawfik,604,12017,36.36
Mahmoud Tawfik,614,12017,45
Mahmoud Tawfik,806,12017,31.82
Farah Adel,76,12018,40
Farah Adel,1466,12018,20.83
Mariam Adel,550,12019,40
Mariam Adel,1471,12019,45
Esraa Elsayed,1303,12020,33.33
Salma Mansour,162,12021,41.67
Ahmed Hassan,554,12022,27.78
Ahmed Hassan,1191,12022,36.36
Amr Tawfik,8,12023,27.78
Habiba Hassan,188,12024,45.83
Habiba Hassan,980,12024,36.36
Fatima Kamel,653,12025,33.33
Menna Mahmoud,844,12026,45
Karim Ali,305,12027,30
Karim Ali,638,12027,36.36
Yara Kamel,267,12028,35
Yara Kamel,793,12028,44.44
Farah Kamel,192,12029,44.44
Farah Kamel,978,12029,40.91
Omar Khalifa,207,12030,45
Omar Khalifa,378,12030,40
Omar Khalifa,501,12030,38.89
Ahmed Hassan,264,12031,27.78
Ahmed Hassan,792,12031,40.91
Ahmed Hassan,1143,12031,29.17
Walid Mahmoud,564,12032,45.45
Walid Mahmoud,1253,12032,36.36
Walid Mahmoud,1495,12032,41.67
Youssef Khalifa,222,12033,33.33
Youssef Adel,590,12034,33.33
Jana Fahmy,172,12035,36.36
Jana Fahmy,347,12035,29.17
Jana Fahmy,1054,12035,45.45
Salma Samir,1133,12036,25
Salma Samir,1271,12036,40.91
Mostafa Kamel,504,12037,40
Mostafa Kamel,787,12037,31.82
Mostafa Kamel,1284,12037,45.83
Ibrahim Samir,115,12038,38.89
Ibrahim Samir,934,12038,25
Ibrahim Samir,1353,12038,30
Salma Khalifa,33,12039,30
Salma Khalifa,357,12039,38.89
Farah Mansour,1125,12040,40.91
Jana Tawfik,184,12041,37.5
Habiba Samir,268,12042,44.44
Habiba Samir,612,12042,33.33
Habiba Samir,998,12042,31.82
Tarek Gamal,954,12043,44.44
Tarek Gamal,1082,12043,37.5
Tarek Gamal,1489,12043,40.91
Mohamed Elsayed,497,12044,45
Mohamed Elsayed,686,12044,30
Mohamed Elsayed,1090,12044,41.67
Amr Adel,52,12045,45.45
Amr Adel,357,12045,33.33
Amr Adel,790,12045,38.89
Mahmoud Gamal,1339,12046,41.67
Youssef Elsayed,365,12047,41.67
Youssef Elsayed,1250,12047,27.78
Salma Ali,64,12048,33.33
Salma Ali,665,12048,45.45
Salma Ali,1175,12048,29.17
Malak Khalifa,670,12049,33.33
Malak Khalifa,1174,12049,40
Ahmed Ali,637,12050,45.83
Youssef Kamel,1157,12051,35
Menna Hassan,467,12052,33.33
Mahmoud Gamal,1251,12053,27.78
Hana Khalifa,1296,12054,38.89
Ahmed Tawfik,216,12055,36.36
Ahmed Tawfik,679,12055,33.33
Ahmed Tawfik,948,12055,31.82
Aya Fahmy,83,12056,45.45
Aya Fahmy,394,12056,35
Aya Fahmy,1149,12056,35
Mohamed Adel,278,12057,44.44
Walid Elsayed,1093,12058,38.89
Walid Elsayed,1381,12058,45
Nada Mansour,803,12059,45
Nada Mansour,1023,12059,33.33
Omar Samir,124,12060,38.89
Omar Samir,865,12060,35
Omar Samir,1441,12060,37.5
Hassan Gamal,331,12061,40.91
Hassan Gamal,357,12061,38.89
Hassan Gamal,581,12061,36.36
Walid Khalifa,141,12062,45.83
Walid Khalifa,222,12062,27.78
Menna Khalifa,619,12063,25
Fatima Fouad,568,12064,41.67
Fatima Fouad,1164,12064,38.89
Jana Mansour,499,12065,36.36
Jana Mansour,561,12065,27.27
Jana Mansour,1025,12065,35
Ali Adel,293,12066,35
Ali Adel,996,12066,25
Ali Adel,1146,12066,36.36
Ahmed Adel,100,12067,40
Ahmed Adel,1117,12067,40
Ahmed Ali,334,12068,36.36
Ahmed Ali,395,12068,20.83
Ahmed Ali,1103,12068,50
Hana Fahmy,1130,12069,45.83
Tarek Mansour,1204,12070,44.44
Youssef Kamel,571,12071,36.36
Youssef Kamel,1277,12071,50
Youssef Kamel,1400,12071,40
Youssef Shalaby,174,12072,36.36
Youssef Shalaby,708,12072,29.17
Youssef Shalaby,1414,12072,41.67
Amr Ali,467,12073,33.33
Salma Mansour,683,12074,41.67
Salma Mansour,690,12074,36.36
Salma Mansour,964,12074,33.33
Hana Elsayed,1306,12075,38.89
Hana Elsayed,1458,12075,33.33
Hassan Elsayed,1151,12076,31.82
Sara Tawfik,588,12077,41.67
Sara Tawfik,1423,12077,40
Tarek Samir,187,12078,25
Tarek Samir,442,12078,27.78
Nada Fouad,276,12079,40.91
Nada Fouad,597,12079,36.36
Ibrahim Mansour,847,12080,33.33
Yara Gamal,1288,12081,45.83
Tarek Mansour,1158,12082,44.44
Yara Elsayed,591,12083,31.82
Khaled Elmasry,427,12084,30
Khaled Elmasry,1065,12084,40
Nour Shalaby,94,12085,38.89
Nour Shalaby,468,12085,36.36
Nour Shalaby,1160,12085,38.89
Hana Shalaby,119,12086,40
Hana Shalaby,157,12086,44.44
Hana Shalaby,521,12086,41.67
Mariam Fahmy,636,12087,35
Mariam Fahmy,939,12087,37.5
Amr Mahmoud,95,12088,35
Amr Mahmoud,585,12088,36.36
Amr Mahmoud,783,12088,20.83
Malak Fouad,776,12089,40
Malak Fouad,1449,12089,45.83
Ahmed Gamal,82,12090,40.91
Khaled Khalifa,1075,12091,40
Sherif Elmasry,361,12092,38.89
Sherif Elmasry,1124,12092,37.5
Sherif Elmasry,1140,12092,45
Hana Kamel,330,12093,38.89
Hana Kamel,673,12093,29.17
Hana Kamel,1207,12093,40.91
Malak Hassan,350,12094,36.36
Malak Hassan,759,12094,40.91
Malak Hassan,1062,12094,41.67
Walid Mansour,629,12095,38.89
Tarek Tawfik,937,12096,25
Menna Mahmoud,66,12097,40.91
Menna Mahmoud,454,12097,35
Menna Mahmoud,799,12097,36.36
Youssef Adel,263,12098,40
Youssef Adel,1357,12098,37.5
Tarek Elmasry,41,12099,33.33
Tarek Elmasry,351,12099,44.44
Tarek Elmasry,767,12099,50
Mahmoud Fahmy,586,12100,33.33
Mahmoud Fahmy,976,12100,37.5
Mahmoud Fahmy,1014,12100,33.33
Fatima Fouad,296,12101,40
Fatima Fouad,1486,12101,37.5
Sherif Elmasry,71,12102,50
Fatima Tawfik,1185,12103,31.82
Mohamed Fahmy,525,12104,45.45
Mohamed Fahmy,1077,12104,35
Khaled Tawfik,1348,12105,30
Menna Fahmy,957,12106,45
Menna Fahmy,1369,12106,37.5
Sara Khalifa,91,12107,41.67
Sara Khalifa,267,12107,40
Sara Khalifa,1089,12107,33.33
Khaled Adel,108,12108,45
Esraa Kamel,42,12109,50
Esraa Kamel,733,12109,45
Esraa Kamel,941,12109,36.36
Walid Mahmoud,240,12110,33.33
Walid Mahmoud,294,12110,35
Walid Mahmoud,1087,12110,45.45
Walid Ali,419,12111,38.89
Walid Ali,1211,12111,40.91
Menna Hassan,211,12112,22.22
Menna Hassan,1263,12112,40
Jana Kamel,500,12113,30
Jana Kamel,827,12113,40
Walid Mahmoud,190,12114,33.33
Walid Mahmoud,882,12114,40.91
Walid Mahmoud,1081,12114,30
Yara Fahmy,393,12115,37.5
Yara Fahmy,1224,12115,36.36
Ahmed Hassan,754,12116,36.36
Ahmed Hassan,908,12116,50
Farah Mahmoud,534,12117,40
Farah Mahmoud,587,12117,31.82
Farah Mahmoud,945,12117,40.91
Amr Mansour,27,12118,40.91
Amr Mansour,662,12118,36.36
Aya Hassan,1211,12119,40.91
Mariam Mansour,948,12120,40.91
Ahmed Gamal,809,12121,50
Ahmed Gamal,1158,12121,50
Khaled Shalaby,234,12122,38.89
Khaled Shalaby,1238,12122,40.91
Mariam Shalaby,54,12123,41.67
Mariam Shalaby,88,12123,33.33
Ahmed Khalifa,202,12124,38.89
Ahmed Khalifa,486,12124,40
Ahmed Khalifa,740,12124,44.44
Mariam Adel,121,12125,33.33
Mariam Adel,340,12125,44.44
Mariam Adel,352,12125,33.33
Sara Khalifa,823,12126,36.36
Sara Khalifa,895,12126,45.45
Sara Khalifa,1311,12126,37.5
Fatima Fouad,1414,12127,25
Youssef Gamal,73,12128,33.33
Youssef Gamal,861,12128,30
Youssef Gamal,1079,12128,38.89
Yara Hassan,1222,12129,38.89
Karim Samir,497,12130,45
Karim Samir,966,12130,27.78
Karim Samir,1458,12130,38.89
Mohamed Fouad,845,12131,37.5
Hana Elsayed,203,12132,38.89
Hana Elsayed,659,12132,44.44
Hana Elsayed,1267,12132,35
Omar Mansour,368,12133,35
Omar Mansour,371,12133,41.67
Omar Mansour,566,12133,50
Ali Fahmy,390,12134,45
Ali Fahmy,680,12134,45
Ali Fahmy,804,12134,40
Mostafa Gamal,72,12135,41.67
Mostafa Gamal,183,12135,33.33
Mostafa Gamal,1448,12135,40.91
Jana Mahmoud,535,12136,44.44
Jana Mahmoud,1430,12136,41.67
Hassan Mansour,284,12137,40
Hassan Mansour,405,12137,44.44
Hassan Mansour,725,12137,33.33
Mostafa Shalaby,710,12138,38.89
Mostafa Shalaby,1012,12138,33.33
Mostafa Shalaby,1385,12138,35
Mohamed Gamal,938,12139,33.33
Mohamed Gamal,1314,12139,37.5
Habiba Elsayed,10,12140,37.5
Mohamed Gamal,398,12141,38.89
Mohamed Gamal,669,12141,44.44
Nada Fahmy,598,12142,44.44
Nada Fahmy,1233,12142,41.67
Omar Elsayed,195,12143,35
Omar Elsayed,1170,12143,37.5
Omar Elsayed,1436,12143,40
Khaled Mansour,243,12144,25
Khaled Mansour,1160,12144,44.44
Ali Mahmoud,272,12145,35
Ali Mahmoud,377,12145,44.44
Ali Mahmoud,505,12145,33.33
Fatima Mansour,568,12146,41.67
Fatima Mansour,658,12146,36.36
Fatima Mansour,1109,12146,36.36
Mariam Elsayed,856,12147,45.45
Mariam Elsayed,996,12147,41.67
Hassan Khalifa,499,12148,50
Omar Elsayed,1149,12149,25
Omar Elsayed,1248,12149,27.27
Youssef Hassan,928,12150,22.22
Mohamed Mahmoud,124,12151,38.89
Mohamed Mahmoud,402,12151,33.33
Mohamed Mahmoud,1250,12151,38.89
Ali Tawfik,561,12152,36.36
Ali Tawfik,570,12152,38.89
Ali Tawfik,1409,12152,27.27
Fatima Hassan,1283,12153,36.36
Youssef Fouad,1001,12154,36.36
Youssef Fouad,1398,12154,50
Ali Khalifa,740,12155,33.33
Ali Khalifa,1088,12155,45.45
Tarek Fouad,615,12156,40.91
Tarek Fouad,1086,12156,31.82
Tarek Fouad,1359,12156,38.89
Nour Mahmoud,399,12157,31.82
Nour Mahmoud,865,12157,40
Nour Mahmoud,1084,12157,45
Nour Ali,1153,12158,50
Nour Ali,1184,12158,27.27
Nour Ali,1354,12158,31.82
Youssef Shalaby,622,12159,38.89
Mohamed Kamel,284,12160,35
Mohamed Kamel,721,12160,44.44
Amr Samir,413,12161,37.5
Amr Samir,603,12161,40.91
Amr Samir,1483,12161,30
Sara Hassan,1178,12162,40.91
Sherif Adel,493,12163,45.45
Sherif Adel,1393,12163,50
Youssef Hassan,172,12164,36.36
Farah Shalaby,66,12165,36.36
Farah Shalaby,492,12165,45
Yara Elmasry,73,12166,22.22
Yara Elmasry,1441,12166,20.83
Youssef Fahmy,72,12167,50
Youssef Fahmy,1017,12167,45
Youssef Fahmy,1388,12167,33.33
Ali Tawfik,160,12168,40
Ali Tawfik,353,12168,41.67
Ali Tawfik,1234,12168,31.82
Hassan Fouad,647,12169,36.36
Hassan Fouad,706,12169,22.73
Farah Ali,856,12170,27.27
Farah Ali,881,12170,41.67
Mohamed Shalaby,787,12171,27.27
Menna Khalifa,66,12172,36.36
Menna Khalifa,208,12172,40.91
Ali Shalaby,1208,12173,33.33
Ali Shalaby,1316,12173,33.33
Mariam Fouad,1356,12174,41.67
Nour Mansour,383,12175,38.89
Youssef Tawfik,1288,12176,33.33
Ali Hassan,6,12177,31.82
Ali Hassan,438,12177,44.44
Ali Hassan,1191,12177,40.91
Nada Khalifa,124,12178,27.78
Nada Khalifa,379,12178,41.67
Nada Khalifa,542,12178,40.91
Esraa Adel,341,12179,44.44
Esraa Adel,367,12179,37.5
Esraa Adel,417,12179,10
Nada Gamal,276,12180,31.82
Nada Gamal,832,12180,37.5
Nada Gamal,1050,12180,44.44
Ahmed Kamel,1015,12181,30
Ahmed Kamel,1029,12181,40.91
Ahmed Kamel,1123,12181,31.82
Nour Mansour,1246,12182,45
Nour Mansour,1348,12182,35
Jana Ali,674,12183,50
Jana Ali,1015,12183,35
Jana Ali,1262,12183,35
Jana Fouad,582,12184,35
Jana Fouad,1455,12184,31.82
Youssef Shalaby,1196,12185,27.78
Hana Elsayed,920,12186,33.33
Tarek Elmasry,83,12187,27.27
Tarek Elmasry,880,12187,40.91
Tarek Elmasry,1432,12187,20.83
Walid Samir,1026,12188,40
Walid Samir,1444,12188,37.5
Nada Samir,805,12189,45.83
Nada Samir,812,12189,36.36
Nada Samir,871,12189,38.89
Mahmoud Shalaby,253,12190,27.78
Mahmoud Shalaby,1206,12190,44.44
Ali Elsayed,101,12191,30
Ali Elsayed,461,12191,40
Ali Elsayed,539,12191,45.83
Tarek Hassan,1273,12192,33.33
Sara Ali,338,12193,40.91
Sara Ali,765,12193,27.27
Sara Ali,851,12193,35
Ibrahim Samir,196,12194,30
Ibrahim Samir,940,12194,50
Ibrahim Samir,980,12194,36.36
Karim Samir,1057,12195,40
Mohamed Hassan,38,12196,41.67
Mohamed Hassan,465,12196,25
Mohamed Hassan,939,12196,37.5
Nada Ali,295,12197,29.17
Aya Samir,428,12198,33.33
Aya Samir,515,12198,40
Aya Samir,920,12198,44.44
Nada Fouad,1156,12199,40.91
Hassan Elmasry,1293,12200,33.33
